nombre|marca|precio|link|imagen|id|departamento|categoria|subcategoria
Aderezo Sabor Humo 180 Ml|LA PARMESANA|119.0|aderezo-sabor-humo-x180ml|471609|471609|Almacén|Aderezos|Ketchup
Ketchup Ri-k Regular 250 Gr|RI-K|52.5|ketchup-ri-k|557956|557956|Almacén|Aderezos|Ketchup
Honey Ketchup Aleluya 355 Gr|ALELUYA|165.0|honey-ketchup-aleluya-355-gr|538507|538507|Almacén|Aderezos|Ketchup
Honey Ketchup Aleluya 200 Gr|ALELUYA|109.0|honey-ketchup-aleluya-200-gr|538505|538505|Almacén|Aderezos|Ketchup
Aderezo Mostaza Natural 250 Gr|NATURA|41.31|mostaza-natura|453534|453534|Almacén|Aderezos|Mostazas
Mostaza Savora Original 250 Gr|SAVORA|60.08|mostaza-savora-9|521790|521790|Almacén|Aderezos|Mostazas
Salsa Mostaza Con Miel Dos Anclas 375 Gr|DOS ANCLAS|193.8|mostaza-con-miel-dos-anclas-x375gr|206397|206397|Almacén|Aderezos|Mostazas
Aderezo Mostaza A La Antigua 200 Gr.|ARYTZA|213.18|aderezo-mostaza-a-la-antigua-200-gr|186201|186201|Almacén|Aderezos|Mostazas
Aderezo Mostaza Arytza Dijon 200 Gr|ARYTZA|233.58|mostaza-marian-arytza-dijon-x-200grs|186191|186191|Almacén|Aderezos|Mostazas
Mostaza Aritza Sin Tacc X200gr|ARYTZA|198.9|mostaza-aritza-sin-tacc-x200gr|552161|552161|Almacén|Aderezos|Mostazas
Mostaza Sin Sal Aritza Sin Tacc X200gr .|ARYTZA|219.0|mostaza-sin-sal-aritza-sin-tacc-x200gr|552160|552160|Almacén|Aderezos|Mostazas
Aderezo Mostaza Natural 500 Gr|NATURA|81.6|mostaza-natura-2|193361|193361|Almacén|Aderezos|Mostazas
Aderezo Mostaza A La Miel 200 Gr|ARYTZA|209.0|mostaza-a-la-miel-x-200-grs|186202|186202|Almacén|Aderezos|Mostazas
Aderezo Mostaza Aleluya 180 Gr|ALELUYA|80.5|mostaza-aleluya|421045|421045|Almacén|Aderezos|Mostazas
Mostaza Savora Pimienta  X180gr|SAVORA|209.0|mostaza-savora-pimienta-x180gr|558129|558129|Almacén|Aderezos|Mostazas
Mustard Aleluya 315 Gr|ALELUYA|137.7|mustard-aleluya|538503|538503|Almacén|Aderezos|Mostazas
Mostaza Savora Hierbas  X180gr|SAVORA|209.0|mostaza-savora-hierbas-x180gr|558127|558127|Almacén|Aderezos|Mostazas
Salsa Tau Delta Mostaza Dulce|TAU DELTA|172.38|salsa-tau-delta-mostaza-dulce|548348|548348|Almacén|Aderezos|Mostazas
Mostaza Heinz Yellow Mustard 396 Gr|HEINZ|202.98|mostaza-heinz-yellow-mustard-396-gr|554967|554967|Almacén|Aderezos|Mostazas
Aderezo Salsa Golf Natura 250 Gr|NATURA|55.59|salsa-golf-natura|191230|191230|Almacén|Aderezos|Salsas Golf
Salsa Golf Hellmanns Doypack 250 Gr|HELLMANN´S|79.05|salsa-golf-hellmanns-doypack-250-gr|537981|537981|Almacén|Aderezos|Salsas Golf
Salsa Hellmann's  Barbacoa 500 Gr|HELLMANN´S|150.96|salsa-hellmann-s-barbacoa-500-gr|558091|558091|Almacén|Aderezos|Salsas Frías
Salsa De Soja Lee Kum Kee Clasica 500cc|LEE KUM KEE|321.3|salsa-de-soja-lee-kum-kee-clasica-500cc|584140|584140|Almacén|Aderezos|Salsas Frías
Hellmann S Salsa Barbacoa 250 Gr|HELLMANN´S|78.03|hellmann-s-salsa-barbacoa-250-gr|494218|494218|Almacén|Aderezos|Salsas Frías
Salsa De Soja Tradicional Dos Anclas 500 Ml|DOS ANCLAS|201.96|salsa-de-soja-tradicional-dos-anclas-500-ml|414187|414187|Almacén|Aderezos|Salsas Frías
Salsa Picante Tabasco® Rojo Original 60 Ml|TABASCO|423.3|salsa-picante-tabasco-rojo-original-60-ml|584126|584126|Almacén|Aderezos|Salsas Frías
Salsa Barbacoa Dos Anclas 425 Gr|DOS ANCLAS|145.86|salsa-dos-anclas-barbacoa-x425gr|206414|206414|Almacén|Aderezos|Salsas Frías
Salsa Ali Oli Dos Anclas 360 Gr|DOS ANCLAS|166.06|salsa-dos-anclas-ali-oli-x360gr|198082|198082|Almacén|Aderezos|Salsas Frías
Salsa Cesar Dos Anclas 360 Gr|DOS ANCLAS|160.24|salsa-dos-anclas-light-x360gr|198078|198078|Almacén|Aderezos|Salsas Frías
Salsa De Soja Dos Anclas Light 250 Cc|DOS ANCLAS|215.22|salsa-de-soja-dos-anclas-x250cc|197425|197425|Almacén|Aderezos|Salsas Frías
Salsa De Soja La Parmesana 300 Gr|LA PARMESANA|111.18|salsa-la-parmesana-x-300-gr|176516|176516|Almacén|Aderezos|Salsas Frías
Salsa De Soja  Dos Anclas Tradicional S/tacc|DOS ANCLAS|210.12|salsa-de-soja-dos-anclas-tradicional-s-tacc|555672|555672|Almacén|Aderezos|Salsas Frías
Salsa Dos Anclas Cheddar 360 Gr|DOS ANCLAS|182.58|salsa-dos-anclas-cheddar-360-gr|536826|536826|Almacén|Aderezos|Salsas Frías
Salsa De Soja Dos Anclas Premium 250 Cc|DOS ANCLAS|201.96|salsa-de-soja-dos-anclas-premium-250-cc|414152|414152|Almacén|Aderezos|Salsas Frías
Salsa Picante Tabasco® Jalapeño Verde 60 Ml|TABASCO|415.0|salsa-picante-tabasco-jalapeno-verde-60-ml|584144|584144|Almacén|Aderezos|Salsas Frías
Salsa De Soja Lee Kum Kee Clasica Premium 150cc|LEE KUM KEE|311.1|salsa-de-soja-lee-kum-kee-clasica-premium-150cc|584139|584139|Almacén|Aderezos|Salsas Frías
Salsa Oriental Agridulce Jumbo 250 Gr|JUMBO MP|279.0|salsa-oriental-agridulce-jumbo|557904|557904|Almacén|Aderezos|Salsas Frías
Salsa La Parmesana Jalapeño Verde Picante|LA PARMESANA|110.16|salsa-la-parmesana-jalapeno-verde-picante|554102|554102|Almacén|Aderezos|Salsas Frías
Salsa Picante Tabasco® Chipotle 60 Ml|TABASCO|423.3|salsa-picante-tabasco-chipotle-60-ml|584175|584175|Almacén|Aderezos|Salsas Frías
Salsa De Soja Con Hongos Lee Kum Kee  500cc|LEE KUM KEE|365.0|salsa-de-soja-con-hongos-lee-kum-kee-500cc|584168|584168|Almacén|Aderezos|Salsas Frías
Salsa Ranch Dos Anclas 360 Gr|DOS ANCLAS|166.26|salsa-dos-anclas-ranch-x360gr|205385|205385|Almacén|Aderezos|Salsas Frías
Salsa Casalta Barbacoa 290 Gr|CASALTA|200.94|salsa-casalta-barbacoa-290-gr|567506|567506|Almacén|Aderezos|Salsas Frías
Salsa Casalta Caesar 290 Gr|CASALTA|197.0|salsa-casalta-caesar|567505|567505|Almacén|Aderezos|Salsas Frías
Salsa Picante Tabasco® Pimientos Y Ajo 60 Ml|TABASCO|423.3|salsa-picante-tabasco-pimientos-y-ajo-60-ml|584145|584145|Almacén|Aderezos|Salsas Frías
Salsa Inglés La Parmesana 180 Gr|LA PARMESANA|110.16|salsa-la-parmesana-x-180-ml-2|190623|190623|Almacén|Aderezos|Salsas Frías
Salsa Picante La Parmesana 180 Gr|LA PARMESANA|110.16|salsa-la-parmesana-x-180-ml|524210|524210|Almacén|Aderezos|Salsas Frías
Salsa De Soja Darma 220 Cc|DARAMA|249.0|salsa-darama-fria-x220cc|427941|427941|Almacén|Aderezos|Salsas Frías
Salsa De Soja Gell Singh 180 Gr|GELL SINGH|150.0|sals-d-soja-gell-sing-s-sodio-fras|427697|427697|Almacén|Aderezos|Salsas Frías
Hummus Recetas De|RECETAS DE ENTONCES|235.0|hummus-recetas-de|581986|581986|Almacén|Aderezos|Salsas Frías
Salsa Kraft Barbacoa Original 510 Gr|KRAFT|284.58|salsa-kraft-barbacoa-original-510-gr|578442|578442|Almacén|Aderezos|Salsas Frías
Salsa Barbacoa La Parmesana 300 Gr|LA PARMESANA|118.32|salsa-la-parmesana-2|205141|205141|Almacén|Aderezos|Salsas Frías
Salsa Spicy Dos Anclas 360 Gr|DOS ANCLAS|162.8|salsa-dos-anclas-spicy-x360gr|199486|199486|Almacén|Aderezos|Salsas Frías
Salsa Bull's Eye 510 Gr|BULL'S EYE|279.0|salsa-bull-s-eye|477665|477665|Almacén|Aderezos|Salsas Frías
Salsa Tamarinado Darma 220 Cc|DARAMA|335.0|salsa-darama-fria-x220cc-4|427937|427937|Almacén|Aderezos|Salsas Frías
Salsa Vinaigrette Kansas 390 Gr|KANSAS|243.78|salsa-vinaigrette-kansas-390-gr|564573|564573|Almacén|Aderezos|Otros Condimentos
Salsa Tau Delta Coleslaw Semillas Amapola 310 Gr|TAU DELTA|157.08|salsa-tau-delta-coleslaw-semillas-amapola-310-gr|532535|532535|Almacén|Aderezos|Otros Condimentos
Aderezo Cesar Tau Delta 330 Cc|TAU DELTA|147.49|aderezo-cesar-tau-delta-330-cc|430348|430348|Almacén|Aderezos|Otros Condimentos
Aderezo Cheddar Tau Delta 300 Gr|TAU DELTA|150.25|aderezo-tau-delta|208983|208983|Almacén|Aderezos|Otros Condimentos
Salsa Chimichurri Dos Anclas 380 Gr|DOS ANCLAS|154.02|chimichurri-dos-anclas-x380gr|206406|206406|Almacén|Aderezos|Otros Condimentos
Salsa Caesar Dos Anclas 350 Gr|DOS ANCLAS|167.28|salsa-dos-anclas-caesar-x350gr|206403|206403|Almacén|Aderezos|Otros Condimentos
Salsa Blanca Dos Anclas En Polvo 40 Gr|DOS ANCLAS|31.0|salsa-dos-anclas-en-polvo-x-40-gr|188762|188762|Almacén|Aderezos|Otros Condimentos
Chimichurri La Parmesana 25 Gr|LA PARMESANA|36.9|chimichurri-la-parmesana-x-25-gr|185007|185007|Almacén|Aderezos|Otros Condimentos
Salsa Cuatro Quesos Alicante En Polvo 37 Gr|ALICANTE|79.0|salsa-alicante-en-polvo-x-37-gr|579861|579861|Almacén|Aderezos|Otros Condimentos
Aderezo Para Ensalada Tau Delta Barbacoa 90 Gr|TAU DELTA|34.0|aderezo-para-ensalada-tau-delta-barbacoa-90-gr|500706|500706|Almacén|Aderezos|Otros Condimentos
Honey Bbq Aleluya 355 Gr|ALELUYA|169.0|honey-bbq-aleluya-355-gr|538506|538506|Almacén|Aderezos|Otros Condimentos
Chimichurri Ahumado La Parmesana 300 Ml|LA PARMESANA|119.0|chimichurri-ahumado-x300ml-la-parmesana|471610|471610|Almacén|Aderezos|Otros Condimentos
Aderezo Cesar Light Tau Delta 330 Gr|TAU DELTA|150.25|aderezo-para-ensalada-caesar-light-tau-delta|203863|203863|Almacén|Aderezos|Otros Condimentos
Salsa Criolla Arytza 175 Gr|ARYTZA|225.0|salsa-criolla-arytza-etiqueta-negra-fco-175-grs|180540|180540|Almacén|Aderezos|Otros Condimentos
Salsa Chimichurri Arytza 175 Gr|ARYTZA|209.0|chimichurri-arytza-etiqueta-negra-fco-175grs|180539|180539|Almacén|Aderezos|Otros Condimentos
Salsa Chimichurri Tau Delta 340 Gr|TAU DELTA|131.48|salsa-tau-delta-chimichurri|430339|430339|Almacén|Aderezos|Otros Condimentos
Chimichurri Alicante 50 Gr|ALICANTE|82.11|chimichurri-alicante-x50gr|579869|579869|Almacén|Aderezos|Otros Condimentos
Chimichurri La Parmesana 300 Gr|LA PARMESANA|121.38|chimichurri-la-parmesana-x-300-gr|176518|176518|Almacén|Aderezos|Otros Condimentos
Chimichurri Hot X300gr La Parmesana|LA PARMESANA|119.0|chimichurri-hot-x300gr-la-parmesana|443075|443075|Almacén|Aderezos|Otros Condimentos
Salsa Chimichurri Casalta 310 Gr|CASALTA|197.0|salsa-chimichurri-casalta-310-gr|567478|567478|Almacén|Aderezos|Otros Condimentos
Salsa Jalapeño Rojo Recetas De Entonces X 180|RECETAS DE ENTONCES|225.0|salsa-jalapeno-rojo-recetas-de-entonces-x-180|582155|582155|Almacén|Aderezos|Otros Condimentos
Salsa Jalapeño Verde Recetas De Entonces X 180|RECETAS DE ENTONCES|225.0|salsa-jalapeno-verde-recetas-de-entonces-x-180|582154|582154|Almacén|Aderezos|Otros Condimentos
Salsa Tau Picante X 300gr|TAU DELTA|145.0|salsa-tau-picante-x-300gr|547907|547907|Almacén|Aderezos|Otros Condimentos
Salsa Tau Con Ajo X 300gr|TAU DELTA|147.9|salsa-tau-con-ajo-x-300gr|547906|547906|Almacén|Aderezos|Otros Condimentos
Salsa Dos Anclas Ranch Picante 360 Gr|DOS ANCLAS|177.0|salsa-dos-anclas-ranch-picante-360-gr|578483|578483|Almacén|Aderezos|Otros Condimentos
Aderezo Para Ensalada Tau Delta Chimichurri 90 Gr|TAU DELTA|31.0|aderezo-para-ensalada-tau-delta-chimichurri-90-gr|505146|505146|Almacén|Aderezos|Otros Condimentos
Aderezo Para Ensalada Tau Delta Caesar 90 Gr|TAU DELTA|37.0|aderezo-para-ensalada-tau-delta-caesar-90-gr|526152|526152|Almacén|Aderezos|Otros Condimentos
Honey Bbq Aleluya 205 Gr|ALELUYA|115.0|honey-bbq-aleluya-205-gr|454584|454584|Almacén|Aderezos|Otros Condimentos
Salsa Deshidratada Knorr Salsa Blanca 20 Gr|KNORR|67.5|salsa-deshidratada-knorr-salsa-blanca-20-gr|521788|521788|Almacén|Aderezos|Otros Condimentos
Arroz Gallo Oro Autointegrado 1 Kg|GALLO|99.84|arroz-gallo-oro-autointegrado|468446|468446|Almacén|Arroz y Legumbres|Arroz
Arroz Gallo Oro Autointegrado 500 Gr|GALLO|46.55|arroz-gallo-oro-autointegrado-bsa-500-gr|468450|468450|Almacén|Arroz y Legumbres|Arroz
Arroz Gallo Doble Carolina 1 Kg|GALLO|182.0|arroz-gallo-doble-carolina|468430|468430|Almacén|Arroz y Legumbres|Arroz
Arroz Ala Grano Largo Fino - 1 Kg|ALA|70.72|arroz-ala-grano-largo-fino-1-kg|177348|177348|Almacén|Arroz y Legumbres|Arroz
Arroz Gallo Integral Yamani Sin Tacc|GALLO|122.72|arroz-gallo-integral-yamani-sin-tacc|468591|468591|Almacén|Arroz y Legumbres|Arroz
Arroz Carnaroli 500 Gr|DOS HERMANOS|130.0|arroz-carnaroli|178786|178786|Almacén|Arroz y Legumbres|Arroz
Arroz Apostoles Parboil 1 Kg|APOSTOLES|68.5|arroz-apostoles-parboil-1-kg|548372|548372|Almacén|Arroz y Legumbres|Arroz
Arroz Largo Fino Primor 1 Kg|SIN MARCA|57.8|arroz-largo-fino-primor|531842|531842|Almacén|Arroz y Legumbres|Arroz
Arroz Dos Hemanos Doble Carolina 1 Kg|DOS HERMANOS|145.6|arroz-dos-hermanos-doble-carolina-caja-1kg|184872|184872|Almacén|Arroz y Legumbres|Arroz
Arroz Ala Doble 500 Gr|ALA|75.92|arroz-ala-doble-x-500-gr|180865|180865|Almacén|Arroz y Legumbres|Arroz
Arroz Ala Grano Largo Fino 500 Gr|ALA|38.48|arroz-ala-grano-largo-2|178590|178590|Almacén|Arroz y Legumbres|Arroz
Arroz Scotti Carnaroli  210 Gr|SCOTTI|202.8|arroz-scotti-carnaroli-210-gr|500669|500669|Almacén|Arroz y Legumbres|Arroz
Arroz ápostoles Grano Largo 1 Kg|APOSTOLES|58.3|arroz-apostoles-grano-largo-1-kg|505076|505076|Almacén|Arroz y Legumbres|Arroz
Arroz Dos Hermanos Orgánico Caja 500 Gr|DOS HERMANOS|120.0|arroz-dos-hermanos-organico-caja-500gr|422431|422431|Almacén|Arroz y Legumbres|Arroz
Arroz Dos Hermanos Largo Fino Parboil 1 Kg|DOS HERMANOS|78.0|arroz-dos-hermanos-parboil-1kg|184569|184569|Almacén|Arroz y Legumbres|Arroz
Arroz Dos Hemanos Parboil 1 Kg|DOS HERMANOS|91.52|arroz-dos-hermanos-parboil-caja-1kg|184563|184563|Almacén|Arroz y Legumbres|Arroz
Arroz Ala Grano Largo Dorado 1 Kg|ALA|87.36|arroz-ala-grano-largo-4|179997|179997|Almacén|Arroz y Legumbres|Arroz
Arroz Cormillot Molinos Alá Integral 500 Gr|ALA|48.88|arroz-cormillot-molinos-ala-integral-500-gr|173573|173573|Almacén|Arroz y Legumbres|Arroz
Arroz Cormillot Molinos Alá Integral 1kg|ALA|91.52|arroz-cormillot-molinos-ala-integral-x1kg|173567|173567|Almacén|Arroz y Legumbres|Arroz
Arroz Ala Doble 1 Kg|ALA|142.48|arroz-ala-doble|177352|177352|Almacén|Arroz y Legumbres|Arroz
Arroz Scotti Carnaroli 500 Gr|SCOTTI|192.0|arroz-scotti-x-500-gr|177107|177107|Almacén|Arroz y Legumbres|Arroz
Arroz Vanguardia Elaborado Largo Fino|VANGUARDIA|61.36|arroz-vanguardia-elaborado-largo-fino|570114|570114|Almacén|Arroz y Legumbres|Arroz
Risotto Marinero Scotti 210 Gr|SCOTTI|202.8|risotto-marinero-scotti-210-gr|505078|505078|Almacén|Arroz y Legumbres|Arroz
Arroz Dos Hermanos Largo Fino 1 Kg|DOS HERMANOS|66.0|arroz-dos-hermanos-largo-fino-1kg|184617|184617|Almacén|Arroz y Legumbres|Arroz
Arroz Scotti Carnaroli 210 Gr|SCOTTI|202.8|arroz-scotti-x-210-gr|505037|505037|Almacén|Arroz y Legumbres|Arroz
Arroz Thai Scotti 500 Gr|SCOTTI|192.0|arroz-scotti-x-500-gr-2|432036|432036|Almacén|Arroz y Legumbres|Arroz
Arroz Para Risotto Scotti 1 Kg|SCOTTI|315.0|arroz-scotti-x-1-kg|177111|177111|Almacén|Arroz y Legumbres|Arroz
Arroz Parboil Tipo Largo Fino 00000 Molinos Ala  500 Gr|ALA|44.72|arroz-parboil-tipo-largo-fino-00000-molinos-ala-500-gr|176515|176515|Almacén|Arroz y Legumbres|Arroz
Arroz Vanguardia Parboil Elaborado Largo Fino|VANGUARDIA|65.52|arroz-vanguardia-parboil-elaborado-largo-fino|570115|570115|Almacén|Arroz y Legumbres|Arroz
Arroz Parboil Primor 1 Kg|SIN MARCA|71.15|arroz-parboil-primor-1-kg|548347|548347|Almacén|Arroz y Legumbres|Arroz
Arroz Dos Hermanos Grano Largo 500 Gr|DOS HERMANOS|101.0|arroz-dos-hermanos-grano-largo-x500gr|180536|180536|Almacén|Arroz y Legumbres|Arroz
Arroz Arborio Scotti 500 Gr|SCOTTI|192.0|arroz-scotti|177109|177109|Almacén|Arroz y Legumbres|Arroz
Arroz Doble Carolina Dos Hermanos 500gr|DOS HERMANOS|100.0|arroz-doble-carolina-dos-hermanos-500gr|422693|422693|Almacén|Arroz y Legumbres|Arroz
Arroz Dos Hos Grano Largo Aromatico 500 Gr|DOS HERMANOS|105.0|arroz-dos-hos-grano-largo-aromatico-500-gr|475351|475351|Almacén|Arroz y Legumbres|Arroz
Arroz Parboil  Dos Hermanos 500 Gr|DOS HERMANOS|60.0|arroz-parboil-dos-hermanos-x500gr|422694|422694|Almacén|Arroz y Legumbres|Arroz
Arroz Mama Cocina Queso Instantaneo 200 Gr|MAMA COCINA|149.0|arroz-mama-cocina-queso-instantaneo-200-gr|578797|578797|Almacén|Arroz y Legumbres|Arroz Listos
Arroz Box Queso 85 Gr|BOX|98.0|arroz-box-queso-85-gr|535749|535749|Almacén|Arroz y Legumbres|Arroz Listos
Arroz Mama Cocina Primavera Instantaneo 200 Gr|MAMA COCINA|149.0|arroz-mama-cocina-primavera-instantaneo-200-gr|578792|578792|Almacén|Arroz y Legumbres|Arroz Listos
Arroz Box Primavera 85 Gr|BOX|98.0|arroz-box-primavera-85-gr|535748|535748|Almacén|Arroz y Legumbres|Arroz Listos
Lentejas Doroteo 400 Gr|SIN MARCA|92.56|lentejas-doroteo-400-gr|584017|584017|Almacén|Arroz y Legumbres|Legumbres
Lentejas La Española Gourmet 400 Gr|LA ESPAÑOLA GOURMET|92.56|lentejas-la-espanola-gourmet-x-400gr|191862|191862|Almacén|Arroz y Legumbres|Legumbres
Lentejones Doroteo 400 Gr|SIN MARCA|124.8|lentejones-doroteo-400-gr|583964|583964|Almacén|Arroz y Legumbres|Legumbres
Garbanzos Mister Food 400 Gr|MISTER FOOD|49.0|garbanzos-mister-food-400-gr|414161|414161|Almacén|Arroz y Legumbres|Legumbres
Maiz Doroteo Pisingallo 400 Gr|SIN MARCA|45.0|maiz-doroteo-pisingallo-400-gr|585931|585931|Almacén|Arroz y Legumbres|Legumbres
Garbanzos La Abadia 400 Gr|La Abadia|48.88|garbanzos-la-abadia-400-gr|578951|578951|Almacén|Arroz y Legumbres|Legumbres
Porotos Alubia La Abadia 500 Gr|La Abadia|88.4|porotos-alubia-la-abadia-500-gr|471686|471686|Almacén|Arroz y Legumbres|Legumbres
Poroto Egran Negros 500 Gr|EGRAN|95.0|poroto-egran-x-500-gr-233817|339868|339868|Almacén|Arroz y Legumbres|Legumbres
Trigo Burgol Egran 500 Gr|GRANERO|134.16|trigo-egran-2|204819|204819|Almacén|Arroz y Legumbres|Legumbres
Poroto Egran Alubia 500 Gr|EGRAN|92.56|poroto-egran-3|204666|204666|Almacén|Arroz y Legumbres|Legumbres
Poroto Egran Colorados 500 Gr|EGRAN|98.8|poroto-egran-x-500-gr|180923|180923|Almacén|Arroz y Legumbres|Legumbres
Arvejas Partidas Egran 500 Gr|EGRAN|75.92|arvejas-egran|179946|179946|Almacén|Arroz y Legumbres|Legumbres
Arvejas Mister Food 400 Gr|MISTER FOOD|49.0|arvejas-mister-food-400-gr|414190|414190|Almacén|Arroz y Legumbres|Legumbres
Maíz Egran Blanco 500 Gr|GRANERO|49.9|maiz-egran|182130|182130|Almacén|Arroz y Legumbres|Legumbres
Maiz Pisado La Abadia 400 Gr|La Abadia|43.68|maiz-pisado-la-abadia-400-gr|485719|485719|Almacén|Arroz y Legumbres|Legumbres
Jardinera De Legumbres Egran 500 Gr|EGRAN|80.6|jardinera-egran-de-legumbres|204852|204852|Almacén|Arroz y Legumbres|Legumbres
Poroto Egran Soja 500 Gr|EGRAN|42.9|poroto-egran-4|204776|204776|Almacén|Arroz y Legumbres|Legumbres
Arvejas Doroteo Partidas X 400 Gr|SIN MARCA|85.99|arvejas-doroteo-partidas-x-400-gr|587723|587723|Almacén|Arroz y Legumbres|Legumbres
Trigo Candeal Egran 500 Gr|GRANERO|55.9|trigo-egran|204804|204804|Almacén|Arroz y Legumbres|Legumbres
Porotos Doroteo Al Paq. 500 Gr.|SIN MARCA|89.0|porotos-doroteo-al-paq-500-gr|586106|586106|Almacén|Arroz y Legumbres|Legumbres
Porotos Mister Food Alubia 500 Gr|MISTER FOOD|110.0|porotos-mister-food-x-500-gr|161668|161668|Almacén|Arroz y Legumbres|Legumbres
Paté De Foie Swift 90 Gr|SWIFT|47.37|pate-de-foie-swift|578661|578661|Almacén|Conservas|Conservas de Carne
Picadillo De Carne Swift 90 Gr|SWIFT|47.37|picadillo-swift|319845|319845|Almacén|Conservas|Conservas de Carne
Puré De Garbanzos Kamar Olivas Negras X 250 Gr|KAMAR|165.0|pure-de-garbanzos-kamar-olivas-negras-x-250-gr|571699|571699|Almacén|Conservas|Conservas de Carne
Puré De Garbanzos Kamar Clásico 250 Gr|KAMAR|165.0|pure-de-garbanzos-kamar-clasico-250-gr|423001|423001|Almacén|Conservas|Conservas de Carne
Puré De Garbanzos Kamar Sésamo Y Ajo|KAMAR|165.0|pure-de-garbanzos-kamar-sesamo-y-ajo|423000|423000|Almacén|Conservas|Conservas de Carne
Paté Bocatti Jamón 90 Gr|BOCATTI|102.99|pate-bocatti-2|183710|183710|Almacén|Conservas|Conservas de Carne
Puré De Garbanzos Kamar Morrón X 250 Gr|KAMAR|165.0|pure-de-garbanzos-kamar-morron-x-250-gr|571700|571700|Almacén|Conservas|Conservas de Carne
Puré De Garbanzos Kamar Pimentón X 250 Gr|KAMAR|165.0|pure-de-garbanzos-kamar-pimenton-x-250-gr|422999|422999|Almacén|Conservas|Conservas de Carne
Duraznos Silvia Al Natural Lata 850 Gr.|SILVIA|101.97|durazno-silvia-al-natural-x-820-gr|505750|505750|Almacén|Conservas|Conservas de Frutas
Duraznos En Mitades Cuisine & Co 820 Gr|CUISINE & CO NBE MP|122.57|duraznos-en-mitades-cuisine-co-820-gr|578911|578911|Almacén|Conservas|Conservas de Frutas
Durazno En Mitades Cuisine & Co Light 800 Gr|CUISINE & CO NBE MP|122.57|durazno-en-mitades-cuisine-co-light-800-gr|566817|566817|Almacén|Conservas|Conservas de Frutas
Ananá En Rodajas Jumbo 565 Gr.|JUMBO MP|135.96|anana-jumbo-mp-en-rodajas-565-gr|432003|432003|Almacén|Conservas|Conservas de Frutas
Leche De Coco Sococo 200 Gr|SOCOCO|349.17|leche-de-coco-sococo-x-200-cc-2|192383|192383|Almacén|Conservas|Conservas de Frutas
Leche De Coco Sococo 200 Gr|SOCOCO|369.77|leche-de-coco-sococo-x-200-cc|538469|538469|Almacén|Conservas|Conservas de Frutas
Duraznos En Mitades Comunes Maxima Te Conviene 486 Gr|Maxima MP|101.97|duraznos-en-mitades-comunes-maxima-te-conviene-486-gr|578912|578912|Almacén|Conservas|Conservas de Frutas
Pulpa De Fruta Manzana Y Pera C&co X90 Gr|CUISINE & CO NBE MP|37.25|pulpa-de-fruta-manzana-y-pera-c-co-x90-gr|537449|537449|Almacén|Conservas|Conservas de Frutas
Pulpa De Fruta Manzana, Naranja Y Banana C&co 90 Gr|CUISINE & CO NBE MP|37.25|pulpa-de-fruta-manzana-naranja-y-banana-c-co-90-gr|537448|537448|Almacén|Conservas|Conservas de Frutas
Pulpa De Fruta Manzana C&co X90 Gr|CUISINE & CO NBE MP|37.25|pulpa-de-fruta-manzana-c-co-x90-gr|537446|537446|Almacén|Conservas|Conservas de Frutas
Cóctel De Fruta Alco 5 Frutas 5 Frutas  Lat 820 Gr.|ALCO|174.0|coctel-de-fruta-alco-5-frutas-5-frutas-lat-820-gr|293015|293015|Almacén|Conservas|Conservas de Frutas
Quinotos En Almibar ñapiu 455 Gr|ÑAPI-U|239.0|quinotos-napi-u-en-almibar-x455gr|480828|480828|Almacén|Conservas|Conservas de Frutas
Zapallo En Almibar ñapiu 455 Gr|ÑAPI-U|246.17|zapallo-napi-u-en-almibar-x455gr|526112|526112|Almacén|Conservas|Conservas de Frutas
Peras Jarabe Diluido Alco 450 Gr|ALCO|155.0|peras-jarabe-diluido-alco-450-gr|164660|164660|Almacén|Conservas|Conservas de Frutas
Leche De Coco Coco Do Vale Reducida En Grasa 200ml|COCO DO VALE|192.0|leche-de-coco-coco-do-vale-reducida-en-grasa-200ml|584206|584206|Almacén|Conservas|Conservas de Frutas
Leche De Coco Coco Do Vale 200ml|COCO DO VALE|209.0|leche-de-coco-coco-do-vale-200ml|584205|584205|Almacén|Conservas|Conservas de Frutas
Cerezas Carleti Al Maraschino Frasco 270 Gr.|CARLETI|145.0|cerezas-carleti-2|578417|578417|Almacén|Conservas|Conservas de Frutas
Pulpa De Frutilla Bahia 420 Gr|BAHIA|159.0|pulpa-de-frutas-bahia-frutilla-x-420g|180272|180272|Almacén|Conservas|Conservas de Frutas
Ensalda De Frutas Frutas Del Sur 720 Gr|FRUTAS DEL SUR|759.0|ensalada-de-frutas-frutas-del-sur|501548|501548|Almacén|Conservas|Conservas de Frutas
