codigo de barras;descripcion;pesos;unidades;utilidad;procentaje;acumulado;tipo
80050094 ;KINDER CHOCOLATE MAXI X 21 G; 291 ; 82 ; 98 ;0,08%;#°REF!;
77953063 ;DANETTE DULCE DE LECHE 2 X 100 G; 586 ; 80 ; 163 ;0,07%;#°REF!;dulce_leche
7790580985912 ;JUGO P.ARCOR NARANJA 25G; 122 ; 80 ; 49 ;0,07%;#°REF!;jugo
;ARCOR DULCE BATATA X 1 KG; 1.090 ; 80 ; 482 ;0,07%;#°REF!;
7793100111464 ;COLGATE TRIPLE ACCION X 90G; 535 ; 80 ; 208 ;0,07%;#°REF!;
7790050986449 ;CLIGHT PERA X 10 G; 144 ; 79 ; 41 ;0,07%;#°REF!;
7790250096726 ;LADYSOFT TOALL.FEM.C/G C/A 8U; 222 ; 79 ; 78 ;0,07%;#°REF!;
7790740528751 ;PLUSBELLE AC CREME X 1000; 905 ; 79 ; 285 ;0,07%;#°REF!;
7791337304017 ;SERENITO POSTRE ROCLET X 120 G; 560 ; 79 ; 154 ;0,07%;#°REF!;
7790080068269 ;BIO PACK X 4 FRUTILLA; 989 ; 78 ; 210 ;0,07%;#°REF!;
7790580327415 ;ROCKLETS X 40 G; 319 ; 78 ; 126 ;0,07%;#°REF!;
7791058000038 ;MANTECA MANFREY 100G.; 388 ; 77 ; 117 ;0,07%;#°REF!;manteca
7790630001432 ;COLGATE DENTIFRICO SABOR ORIG X 70 G; 380 ; 77 ; 144 ;0,07%;#°REF!;
7793699000675 ;M&K LAVANDINA 1 LT.; 277 ; 77 ; 103 ;0,07%;#°REF!;
7794000730090 ;ADES FRUTAS TOPICALES X 1 L; 511 ; 76 ; 139 ;0,07%;#°REF!;jugo
7794000730045 ;ADES NARANJA X 1 L; 511 ; 76 ; 139 ;0,07%;#°REF!;jugo
7790036000619 ;BAGGIO MULTIFRUTA X 200 CC NUEVO; 174 ; 76 ; 52 ;0,07%;#°REF!;jugo
7793940052002 ;LA SERENISIMA MANTECA X 100 G; 427 ; 76 ; 105 ;0,07%;#°REF!;manteca
7793940124006 ;MANTECA LA SERENISIMA C/V; 666 ; 76 ; 161 ;0,07%;#°REF!;manteca
7793940618000 ;QUESO FINLANDIA LIGHT X 200 G; 720 ; 76 ; 168 ;0,07%;#°REF!;queso
7790787100415 ;ILOLAY YOGUR ENT.VAINILLA. BEBIBLE X 1 L; 481 ; 76 ; 112 ;0,07%;#°REF!;yogur
7798061000307 ;JUGO P.INCA NARA BAN.30; 93 ; 75 ; 25 ;0,07%;#°REF!;jugo
7790080027303 ;SANCOR QUESO POR SALUT LIGHT X 200 G; 746 ; 75 ; 185 ;0,07%;#°REF!;queso
7792280000469 ;CACHAMATE YERBA X 500 G; 933 ; 75 ; 346 ;0,07%;#°REF!;yerba
7793940095405 ;SERENITO COMUN VAINILLA X 130 G; 370 ; 75 ; 97 ;0,07%;#°REF!;
7790150072660 ;LA VIRGINIA TE X 50 SAQ; 398 ; 74 ; 119 ;0,07%;#°REF!;te
7790677000054 ;BOOG NARANJA MAND 30 G; 113 ; 74 ; 36 ;0,07%;#°REF!;
7790050985992 ;CLIGHT NARANJA DULCE X 8 G; 134 ; 74 ; 37 ;0,07%;#°REF!;
7798010550112 ;COPIM ACEITUNAS X 220 G; 214 ; 74 ; 77 ;0,07%;#°REF!;
7790580135003 ;GODET FLAN VAINILLA X 65 G; 221 ; 74 ; 65 ;0,07%;#°REF!;
7791290785502 ;ALA JABON EN PAN X 400G; 572 ; 73 ; 198 ;0,07%;#°REF!;jabon
7790320600280 ;DUAREN ACEITUNAS X 220 G; 191 ; 73 ; 49 ;0,07%;#°REF!;
7795927000105 ;LA TUCUMANITA RAV POLLO 500G.; 559 ; 73 ; 165 ;0,07%;#°REF!;
77916426 ;TOPLINE MENTA X 4 UNID; 115 ; 73 ; 47 ;0,07%;#°REF!;
;ARCOR DULCE BATATA C/CHOC X 1 KG; 979 ; 72 ; 432 ;0,07%;#°REF!;
7792389079977 ;BORITA SUAVEIZANTE SOL X 900 CC; 518 ; 72 ; 216 ;0,07%;#°REF!;
7790270336307 ;MEDIA TARDE X 330 G 3 UNID; 333 ; 72 ; 93 ;0,07%;#°REF!;
7790670003441 ;PATYVIENA SCOOBY-DOO X 6; 578 ; 72 ; 162 ;0,07%;#°REF!;
7790040314009 ;POLVORITA CHOCOLATE X 80 G; 109 ; 72 ; 30 ;0,07%;#°REF!;
7790040314207 ;POLVORITA FRUTILLA X 80 G; 111 ; 72 ; 34 ;0,07%;#°REF!;
7792389021501 ;SUAVIZANTE BORITA X 900 CC; 509 ; 72 ; 208 ;0,07%;#°REF!;
7796613056321 ;M&K PURE TOMATE 520 GR.; 237 ; 71 ; 81 ;0,07%;#°REF!;tomate
7791337901018 ;SER YOGUR CALCIO VAINILLA PACK 2 X 125; 422 ; 71 ; 99 ;0,07%;#°REF!;yogur
7790036000695 ;BAGGIO PRONTO MULTIFR JUNIOR X 125 ML NU; 108 ; 71 ; 32 ;0,07%;#°REF!;
7790895065217 ;CEPITA MULT FRUTA X 1 L; 341 ; 71 ; 95 ;0,07%;#°REF!;
7798107419803 ;CRIA DE COSECHAS TTO X 1250; 944 ; 71 ; 312 ;0,07%;#°REF!;
7798061890205 ;ROMYL LANA DE ACERO 60G.; 263 ; 71 ; 115 ;0,07%;#°REF!;
7791337908024 ;YOGURISIMO FIRME 4X125G; 631 ; 70 ; 153 ;0,07%;#°REF!;yogur
7790150695678 ;ALICANTE CALDO P/SAB ALBAHACA Y AJO X 10; 88 ; 70 ; 36 ;0,07%;#°REF!;
7790250014942 ;HIGIENOL MAX 4 ROLLOS X 80 METROS; 1.108 ; 70 ; 434 ;0,07%;#°REF!;
7794000594227 ;KNORR SOPA CAS POLLO Y CAB ANGE + FID; 307 ; 70 ; 97 ;0,07%;#°REF!;
77960382 ;TOPLINE BUBBLE GUM TIRA; 113 ; 70 ; 47 ;0,07%;#°REF!;
77916389 ;TOPLINE FRUTA X 4 UNID; 108 ; 70 ; 37 ;0,07%;#°REF!;
; M&K SAL GRUESA 1 KG.; 163 ; 69 ; 51 ;0,06%;#°REF!;sal
7622300401641 ;CLIGHT ANANA X 9 G; 126 ; 69 ; 37 ;0,06%;#°REF!;
7792350004526 ;INALPA ARVEJAS X 350 G; 192 ; 69 ; 60 ;0,06%;#°REF!;
7622300339715 ;PEPITOS GALLETAS X 118G; 334 ; 69 ; 91 ;0,06%;#°REF!;
7798062540581 ;SER JUGO ANANA TROPICAL 7.5 G; 109 ; 68 ; 34 ;0,06%;#°REF!;jugo
;ILOLAY QUESO CREMOSO X 1 K; 2.695 ; 68 ; 827 ;0,06%;#°REF!;queso
7790360401182 ;SWIFT GRASA X 500 G; 744 ; 68 ; 337 ;0,06%;#°REF!;
7794218106328 ;ARGENTINO JABON BLANCO X 200G; 219 ; 67 ; 73 ;0,06%;#°REF!;jabon
7794218106120 ;JABON T.ARGETINO 200G; 419 ; 67 ; 140 ;0,06%;#°REF!;jabon
7790580985714 ;JUGO P.ARCOR MANZANA 25G.; 102 ; 67 ; 37 ;0,06%;#°REF!;jugo
7501006734041 ;ACE NATURALS ALOE VERA MANZ X 400G; 243 ; 67 ; 60 ;0,06%;#°REF!;
7798061000222 ;INCA ANANA/BANANA 30G; 81 ; 67 ; 21 ;0,06%;#°REF!;
7793798000231 ;CERROS TUCUMANOS YOGUR FRUTILLAX 1 L; 321 ; 66 ; 86 ;0,06%;#°REF!;yogur
7790150695630 ;ALICANTE CALDO P/SAB CARNE X 10; 83 ; 66 ; 34 ;0,06%;#°REF!;
7792389079373 ;BORITA SUAV BEBE X 900 CC; 474 ; 66 ; 194 ;0,06%;#°REF!;
7794000523111 ;KNORR SOPA CASERA DE VER C/ARROZ X 82G; 283 ; 66 ; 86 ;0,06%;#°REF!;
7793940034169 ;SERENITO COMBINADO X 130 G (VAINILLA DCE; 329 ; 66 ; 89 ;0,06%;#°REF!;
7790170001251 ;LA MORENITA CAFE X 125 G; 428 ; 65 ; 129 ;0,06%;#°REF!;cafÈ
7790990586273 ;PLUSBELLE JABON PURICA 140G; 313 ; 65 ; 119 ;0,06%;#°REF!;jabon
7590002013786 ;ACE JAB EN POL REGULAR X 400 G; 384 ; 65 ; 116 ;0,06%;#°REF!;
7790770000197 ;CALIPSO PROTECTORES ANATOMICOS X 20; 259 ; 65 ; 86 ;0,06%;#°REF!;
7798057540077 ;CHEMBRA VINO 1250 PATERO; 929 ; 65 ; 240 ;0,06%;#°REF!;
7790628000058 ;MAURI SIN SAL X 400 G; 582 ; 65 ; 174 ;0,06%;#°REF!;
7790895000430 ;COCA COLA X 1500 CC DESC; 738 ; 64 ; 168 ;0,06%;#°REF!;gaseosa
7790895000829 ;SPRITE X 500 CC; 323 ; 64 ; 57 ;0,06%;#°REF!;gaseosa
7790070014276 ;FAVORITA RAVIOLES RICOTA X 500; 700 ; 64 ; 201 ;0,06%;#°REF!;
7790990586259 ;PLUSBELLE JABON REFRESC140G; 308 ; 63 ; 119 ;0,06%;#°REF!;jabon
7798062549133 ;SER JUGO PERA DULCE X 11.5 G; 102 ; 63 ; 32 ;0,06%;#°REF!;jugo
7791293051123 ;EFFICIENT REXONA X 100 G; 651 ; 63 ; 241 ;0,06%;#°REF!;
7794000957244 ;HELLMANNS KETCHUP X 60 G; 128 ; 63 ; 41 ;0,06%;#°REF!;
7791290002647 ;JABON P.ALA VIVERE MATIC 400G.; 356 ; 62 ; 109 ;0,06%;#°REF!;jabon
7790036000343 ;BAGGIO PRONTO DURAZNO X 1L; 413 ; 62 ; 122 ;0,06%;#°REF!;
7791625001161 ;ECO ESPONJA FIBRA PULE; 122 ; 62 ; 51 ;0,06%;#°REF!;
7289462033136 ;LACER FOCO 75/100 W; 380 ; 62 ; 197 ;0,06%;#°REF!;
7790080066876 ;YOGUR YOGS FIRME FRUT.125G 2U; 343 ; 61 ; 72 ;0,06%;#°REF!;yogur
7791078022737 ;GRANIX ARITOS FRUTALES X 130 G; 372 ; 61 ; 119 ;0,06%;#°REF!;
7790580602000 ;MOGUL FRUTALES TUBO; 123 ; 61 ; 47 ;0,06%;#°REF!;
;PALADINI PICADA ESPECIAL X KG; 1.565 ; 61 ; 706 ;0,06%;#°REF!;
7790080037098 ;SANCOR ENTERA X 1 L (LARGA VIDA); 484 ; 61 ; 107 ;0,06%;#°REF!;
7791337166851 ;VIDACOL MULTF X 4 X 80 G; 861 ; 61 ; 158 ;0,06%;#°REF!;
7791680601108 ;LA HOJA YERBA MATE X 25 SAQ; 303 ; 60 ; 85 ;0,06%;#°REF!;yerba
7790787100484 ;ILOLAY YOGUR C/CEREALES X 150 G; 239 ; 60 ; 69 ;0,06%;#°REF!;yogur
7790787100439 ;ILOLAY YOGUR ENT.DURAZ. BEBIBLE X 1 L; 381 ; 60 ; 89 ;0,06%;#°REF!;yogur
7790787100316 ;ILOLAY YOGUR ENTERO VAIN.FIRME X 200 G; 159 ; 60 ; 49 ;0,06%;#°REF!;yogur
7790677702750 ;BOOG ANANA 30 G; 92 ; 60 ; 29 ;0,06%;#°REF!;
7791620008721 ;DANICA DORADA X 100G; 244 ; 60 ; 70 ;0,06%;#°REF!;
;LA ESPA√êOLA MAIZ BLANCO X 500 G; 172 ; 60 ; 49 ;0,06%;#°REF!;
7793100130052 ;ODOL X 90G NUEVO; 288 ; 60 ; 101 ;0,06%;#°REF!;
7790787153664 ;ILOLAY DULCE DE LECHE CLA X 400 G; 546 ; 59 ; 148 ;0,06%;#°REF!;dulce_leche
7790250018940 ;HIGENOL PAPEL H.RINDE LISO X 4; 473 ; 59 ; 161 ;0,06%;#°REF!;higienico
7790895641596 ;JUGO CEPITA NARANJA T-B 200ML.; 118 ; 59 ; 39 ;0,06%;#°REF!;jugo
7790580985813 ;JUGO P.ARCOR NARANJA DUR.25G; 92 ; 59 ; 38 ;0,06%;#°REF!;jugo
7791058000519 ;YOGUR MANFREY ENT.VAINILLA X; 150 ; 59 ; 46 ;0,06%;#°REF!;yogur
7791337012011 ;YOGURISIMO FIRME ENT VAINILLA X 200 FORT; 236 ; 59 ; 55 ;0,06%;#°REF!;yogur
7790770000050 ;CALIPSO PROTECTORES ANATOMICOS X 20 UNID; 242 ; 59 ; 82 ;0,06%;#°REF!;
7797470000588 ;MAROLIO PURE DE TOMATES X 520 G; 226 ; 58 ; 71 ;0,05%;#°REF!;tomate
7793798000248 ;CERROS TUCUMANOS YOGUR VAINILLA X 1 L; 274 ; 58 ; 71 ;0,05%;#°REF!;yogur
7790787100323 ;ILOLAY YOGUR ENTERO FRUT.FIRME X 200 G; 152 ; 58 ; 46 ;0,05%;#°REF!;yogur
7791337102118 ;SER YOGUR COLCHON DURAZNO X 180 G; 427 ; 58 ; 114 ;0,05%;#°REF!;yogur
7790150025079 ;ALICANTE PIMENTON X 50 G; 238 ; 58 ; 89 ;0,05%;#°REF!;
7790580346515 ;BON O BON OBLEA NEGRA X 30 G; 146 ; 58 ; 48 ;0,05%;#°REF!;
7790677702798 ;BOOG NARANJA BANANA 30 G; 88 ; 58 ; 28 ;0,05%;#°REF!;
7791337531017 ;DANETTE FLAN X 2 X 95 G; 424 ; 58 ; 114 ;0,05%;#°REF!;
77940322 ;GELATINA SHIMY NESTLE FRUTILLA X 110 G; 212 ; 58 ; 49 ;0,05%;#°REF!;
;HOGARE√êA SALVADO X 600 G; 634 ; 58 ; 160 ;0,05%;#°REF!;
7790895067556 ;COCA COLA X 1500 CC ZERO; 655 ; 57 ; 147 ;0,05%;#°REF!;gaseosa
7790677702781 ;BOOG DURAZNO 30 G; 88 ; 57 ; 29 ;0,05%;#°REF!;
7790895064340 ;CEPITA MANZANA X 1 L; 272 ; 57 ; 74 ;0,05%;#°REF!;
7793100111341 ;COLGATE DENTIFRICO SABOR ORIG. X 90 G; 397 ; 57 ; 156 ;0,05%;#°REF!;
7797470129760 ;ESENCIAL LINEA BLANCA 4X30; 402 ; 57 ; 126 ;0,05%;#°REF!;
7790070014290 ;FAVORITA RAVIOLES RICOTA VERDURA X 500; 626 ; 57 ; 182 ;0,05%;#°REF!;
7790580956707 ;SALSA PIZZA ARCOR 340G.; 304 ; 57 ; 88 ;0,05%;#°REF!;
7790150696781 ;LA VIRGINIA CAFE X 125 G; 421 ; 56 ; 139 ;0,05%;#°REF!;cafÈ
7790740528805 ;PLUSBELLE AC BAMBU X 1000; 627 ; 56 ; 193 ;0,05%;#°REF!;
7791337115811 ;SER FLAN TENTACION 2 X 110 G; 439 ; 56 ; 134 ;0,05%;#°REF!;
7790080064032 ;YOGS FORTIFICADO FRUTILLA X 1 L; 501 ; 56 ; 105 ;0,05%;#°REF!;
7798061000048 ;INCA JUGO P. LIGHT ANANA 10G; 66 ; 55 ; 26 ;0,05%;#°REF!;jugo
;3 ARROYOS PIERNA/MUSLO POLLO X K; 1.213 ; 55 ; 624 ;0,05%;#°REF!;
7790150695654 ;ALICANTE CALDO P/SAB VERD X 10; 70 ; 55 ; 30 ;0,05%;#°REF!;
7790050009070 ;CLIGHT MANDARINA X 10 G; 101 ; 55 ; 35 ;0,05%;#°REF!;
7791337530904 ;DANETTE CREMA AMERICANA X 2; 398 ; 55 ; 109 ;0,05%;#°REF!;
7793890030525 ;FARGO TAPAS PARA EMPANADA HORNO X 453 G; 461 ; 55 ; 136 ;0,05%;#°REF!;
7790045824886 ;GRANIX FIESTA SURTIDAS X 350 G; 389 ; 55 ; 131 ;0,05%;#°REF!;
77962959 ;SANCOR FLAN X 110 G; 191 ; 55 ; 45 ;0,05%;#°REF!;
7791293017594 ;JABON T.REXONA NATURAL 125G; 228 ; 54 ; 79 ;0,05%;#°REF!;jabon
7622300656508 ;TANG JUGO ANANA X 25 G; 88 ; 54 ; 26 ;0,05%;#°REF!;jugo
7792280001466 ;CACHAMATE YERBA ROSA X 500 G; 660 ; 54 ; 191 ;0,05%;#°REF!;yerba
7791337000117 ;SER YOGUR BEBIBLE DURAZNO CALCIO X 190 G; 355 ; 54 ; 78 ;0,05%;#°REF!;yogur
;BAYASPIRINA BAYER X UNID; 17 ; 54 ; 7 ;0,05%;#°REF!;
;FELA FIAMBRE EMP. X KG; 2.029 ; 54 ; 933 ;0,05%;#°REF!;
7794000535114 ;KNORR SOPA CREMA DE CHOCLO X 69 G; 238 ; 54 ; 74 ;0,05%;#°REF!;
;LA LOMA CREMOSO PROMO; 1.629 ; 54 ; 492 ;0,05%;#°REF!;
7506195176702 ;MAGISTRAL LIMON X 300; 527 ; 54 ; 203 ;0,05%;#°REF!;
7790580199913 ;MOGUL OSITO X 30 G; 110 ; 54 ; 39 ;0,05%;#°REF!;
7798130888515 ;SANIDAD PH BLANCO X 4 X 30 M; 387 ; 54 ; 122 ;0,05%;#°REF!;
7790314000041 ;TORO CAJA TINTO X 1 L; 540 ; 54 ; 162 ;0,05%;#°REF!;
7798061000147 ;INCA JUGO DURAZNO LIGHT 10 G; 65 ; 53 ; 27 ;0,05%;#°REF!;jugo
7791058000441 ;CREMA DE LECHE MANFREY 200ML.; 313 ; 53 ; 91 ;0,05%;#°REF!;leche
7791337012028 ;YOGURISIMO FIRME ENT X 200 G FORT; 216 ; 53 ; 51 ;0,05%;#°REF!;yogur
;LA ESPA√êOLA POROTO ALUBIA X 500 G; 251 ; 53 ; 70 ;0,05%;#°REF!;
7791337191020 ;LA SERENISIMA GRIEGO FRUTILLA X 100; 266 ; 53 ; 63 ;0,05%;#°REF!;
7795927000020 ;LA TUCUMANITA PASCUALINA; 435 ; 53 ; 128 ;0,05%;#°REF!;
7791337434011 ;SERENITO ERA HIELO 114 G; 366 ; 53 ; 94 ;0,05%;#°REF!;
7790036948188 ;SI DIET X 200 ML; 277 ; 53 ; 94 ;0,05%;#°REF!;
7790387211139 ;TARAGUI MATE COCIDO X 25 SAQ; 294 ; 53 ; 104 ;0,05%;#°REF!;
7790895000836 ;FANTA X 500 CC NARANJA; 263 ; 52 ; 46 ;0,05%;#°REF!;gaseosa
7798130889123 ;GOLFT PAPEL HIGIENICO BLANCO 4X30; 340 ; 52 ; 107 ;0,05%;#°REF!;higienico
77900050 ;ILOLAY MANTECA X 100 G; 289 ; 52 ; 87 ;0,05%;#°REF!;manteca
7790080010299 ;SANCOR MANTECA X200G VIT DYE; 527 ; 52 ; 131 ;0,05%;#°REF!;manteca
7794000957558 ;RI-K MAYONESA X 125 G; 96 ; 52 ; 29 ;0,05%;#°REF!;mayonesa
7791337612075 ;CINDOR LA COPA X 100 G; 297 ; 52 ; 75 ;0,05%;#°REF!;
7798085680141 ;CITRIC NARANJA X 1L; 602 ; 52 ; 172 ;0,05%;#°REF!;
7793890012101 ;FARGO TAPAS P/PASCUALINA DE HOJ X 2; 513 ; 52 ; 153 ;0,05%;#°REF!;
7793890031713 ;FARGO TAPAS P/PASCUALINA LIGHT X 390 G; 513 ; 52 ; 152 ;0,05%;#°REF!;
7501009224174 ;GILLETTE PRESTOBARBA ULTRAGRIP MOVIL X U; 318 ; 52 ; 142 ;0,05%;#°REF!;
7790070029355 ;GRANJA DEL SOL MILANESA DE SOJA T.C 33; 1.039 ; 52 ; 352 ;0,05%;#°REF!;
7793940123009 ;LA SERENISIMA CREMA DOBLE X 200 G; 367 ; 52 ; 90 ;0,05%;#°REF!;
7798082742040 ;TIA MARUCA MARUQUITAS FRUTILLA X 200 G; 329 ; 52 ; 85 ;0,05%;#°REF!;
7790895001000 ;SPRITE X 2250 CC; 668 ; 51 ; 149 ;0,05%;#°REF!;gaseosa
7790580985516 ;JUGO P.ARCOR LIMONADA 25G.; 77 ; 51 ; 30 ;0,05%;#°REF!;jugo
7790079011078 ;PALADINI PICADILLO DE CARNE X 90 G; 180 ; 51 ; 58 ;0,05%;#°REF!;picadillo
;EL CRAIKENSE QUESO CREMOSO X K; 1.855 ; 51 ; 647 ;0,05%;#°REF!;queso
7793940104022 ;SER YOGUR FIRME FRUTILLA X 200 CC; 239 ; 51 ; 54 ;0,05%;#°REF!;yogur
7790080066456 ;YOGS YOGUR ENTERO VAINILLA X 2 UNID; 256 ; 51 ; 50 ;0,05%;#°REF!;yogur
7791337253025 ;ACTIVIA FRUTILLA PACK X 2; 331 ; 51 ; 70 ;0,05%;#°REF!;
7790580346614 ;BON O BON OBLEA BLANCO X 30 G; 128 ; 51 ; 42 ;0,05%;#°REF!;
7622300742430 ;GALL.OREO C/CHOCO/RELLE 111G; 297 ; 51 ; 81 ;0,05%;#°REF!;
77957443 ;TOYS HUEVOS ARCOR X 22 G; 278 ; 51 ; 113 ;0,05%;#°REF!;
113322 ;COCA COLA VASO; 250 ; 50 ; 13 ;0,05%;#°REF!;gaseosa
7791293017556 ;JABON T.REXONA SEN.FRESH 125; 216 ; 50 ; 75 ;0,05%;#°REF!;jabon
7790580984410 ;JUGO P.BC NARANJA DULCE 9.5G; 76 ; 50 ; 27 ;0,05%;#°REF!;jugo
7791058002322 ;YOGUR MANFREY C/TROZ.DUR; 125 ; 50 ; 36 ;0,05%;#°REF!;yogur
7791337571020 ;ACTIMEL FRUTILLA X 100 G; 131 ; 50 ; 34 ;0,05%;#°REF!;
7790770010226 ;CALIPSO POCKET TOTAL X 8 C/ALAS; 147 ; 50 ; 51 ;0,05%;#°REF!;
7790770009718 ;CALIPSO TOALLAS POCKET ROJO; 150 ; 50 ; 54 ;0,05%;#°REF!;
77953070 ;DANETTE CHOCOLATE X 2 X 100 G; 366 ; 50 ; 101 ;0,05%;#°REF!;
7790580618315 ;MOGUL FRUTALES X 50 G; 101 ; 50 ; 30 ;0,05%;#°REF!;
77936288 ;SER BARRA DURAZNO X 23 G; 195 ; 50 ; 69 ;0,05%;#°REF!;
7794000594814 ;KNORR SOPA VERD Y CARNE + FIDEOS; 212 ; 49 ; 67 ;0,05%;#°REF!;fideo
7793940088001 ;LA SERENISIMA LECHE ENTERA L.V. X 1 L; 389 ; 49 ; 81 ;0,05%;#°REF!;leche
7791337135123 ;YOGURISIMO C/ARITOS 162 G; 198 ; 49 ; 62 ;0,05%;#°REF!;yogur
7790677702439 ;BOOG MIX FRUTAL 30G; 75 ; 49 ; 24 ;0,05%;#°REF!;
7796613011733 ;M&K COCTEL DE FRUTAS X 820 G; 551 ; 49 ; 218 ;0,05%;#°REF!;
7790740528713 ;PLUSBELLE SH SEMILLAS X 1 LTS; 563 ; 49 ; 184 ;0,05%;#°REF!;
7791130026246 ;PROCENEX LAVANDA LIMPIADOR 3 EN 1 X 900; 227 ; 49 ; 68 ;0,05%;#°REF!;
7790036020211 ;SI DIET X 500 CC; 495 ; 49 ; 163 ;0,05%;#°REF!;
7798077072077 ;ZUKO CERO JUGO POLVO UVA 9G; 36 ; 48 ; 16 ;0,04%;#°REF!;jugo
7790770009794 ;CALIPSO TOALLAS CON ALAS X 8 UNID; 120 ; 48 ; 39 ;0,04%;#°REF!;
7791058000502 ;MANFREY ENT.FRUTILLA; 123 ; 48 ; 39 ;0,04%;#°REF!;
7790580984618 ;JUGO P.BC POMELO RASADO 10.3G; 70 ; 47 ; 25 ;0,04%;#°REF!;jugo
7794000401389 ;HELLMANNS MAYONESA DOY PACK X 500CC; 381 ; 47 ; 117 ;0,04%;#°REF!;mayonesa
7793940104015 ;SER YOGUR FIRME VAINILLA X 195 G; 220 ; 47 ; 50 ;0,04%;#°REF!;yogur
7793253341237 ;AYUDIN LAVANDINA MAXIMA PUREZA X 1L; 203 ; 47 ; 58 ;0,04%;#°REF!;
;CD $ 2.00; 94 ; 47 ; 54 ;0,04%;#°REF!;
7793100111471 ;COLGATE TRIPLE ACCION X 180G; 592 ; 47 ; 206 ;0,04%;#°REF!;
7790828102095 ;GIGANTE LAVAVA X 750 LIMON; 242 ; 47 ; 73 ;0,04%;#°REF!;
7790250014720 ;HIGIENOL EXPORT 4 X 40; 385 ; 47 ; 130 ;0,04%;#°REF!;
7794000519114 ;KNORR SOPA CREMA DE VERDURA X 62.5; 203 ; 47 ; 62 ;0,04%;#°REF!;
7793940625008 ;LA SERENISIMA DESLAC. DESC X 500 CC; 275 ; 47 ; 61 ;0,04%;#°REF!;
7791813423324 ;MIRINDA X 2250 CC MANZANA; 645 ; 47 ; 149 ;0,04%;#°REF!;
7791337499003 ;SER COLCHON DE FRUTAS Y CEREAL; 342 ; 47 ; 78 ;0,04%;#°REF!;
77916396 ;TOPLINE STRONG X 4 UNID; 75 ; 47 ; 30 ;0,04%;#°REF!;
7790670002178 ;PATY HAMBURGUESAS EXPREESS X 276 G; 725 ; 46 ; 237 ;0,04%;#°REF!;hamburguesa
7791290002340 ;JABON P.ALA MATIC MULTIA.400G.; 263 ; 46 ; 72 ;0,04%;#°REF!;jabon
7798077072046 ;ZUKO CERO JUGO P.CITRU 9G; 35 ; 46 ; 16 ;0,04%;#°REF!;jugo
7798162990019 ;EL TUCUMANO TOMATE TRITURADO X 950 G; 314 ; 46 ; 98 ;0,04%;#°REF!;tomate
7790580256609 ;PURE DE TOMATES ARCOR C/AZ.520; 157 ; 46 ; 39 ;0,04%;#°REF!;tomate
7790060054060 ;NOBLEZA GAUCHA YERBA AZUL X 500 G; 567 ; 46 ; 191 ;0,04%;#°REF!;yerba
7790787006823 ;ILOLAY YOGUR FRUTILLA-KIWI BEBIBLE; 290 ; 46 ; 66 ;0,04%;#°REF!;yogur
7790010994163 ;CAREFREE PROT.DIA. LARGO 20; 508 ; 46 ; 189 ;0,04%;#°REF!;
7790077000364 ;POZO MADALENAS X 250 G; 322 ; 46 ; 84 ;0,04%;#°REF!;
7790080066364 ;YOGS SANCOR C/CEREALES X 170 G; 308 ; 46 ; 66 ;0,04%;#°REF!;
7790060033461 ;FAVORITA FIDEO SPAGHETTI X 500 G; 210 ; 45 ; 63 ;0,04%;#°REF!;fideo
7794000594234 ;SOPA KNORR CASERA C/FIDEOS 88.; 200 ; 45 ; 63 ;0,04%;#°REF!;fideo
7790895002304 ;FANTA X 1500 CC ZERO; 506 ; 45 ; 121 ;0,04%;#°REF!;gaseosa
7790580986117 ;JUGO P.ARCOR PERA 25G.; 69 ; 45 ; 27 ;0,04%;#°REF!;jugo
7790580984113 ;JUGO P.BC NARANJA 9.7G; 68 ; 45 ; 24 ;0,04%;#°REF!;jugo
7798077072022 ;ZUKO CERO JUGO POM.ROS 9G; 34 ; 45 ; 15 ;0,04%;#°REF!;jugo
7791058000045 ;MANTECA MANFREY CALIDAD EXTRA; 433 ; 45 ; 138 ;0,04%;#°REF!;manteca
7790070708113 ;VIENISSIMA C/QUESO X 225 G; 565 ; 45 ; 167 ;0,04%;#°REF!;queso
;66 SALAMIN X 1; 547 ; 45 ; 193 ;0,04%;#°REF!;
7791337253810 ;ACTIVIA CIRUELA X 2; 289 ; 45 ; 59 ;0,04%;#°REF!;
77915818 ;CEREAL MIX LIGHT MANZANA X 23 G; 135 ; 45 ; 42 ;0,04%;#°REF!;
7791058000458 ;CREMA DE L.MANFREY PAST.350ML; 444 ; 45 ; 125 ;0,04%;#°REF!;
;FIAMBRE SURTIDO ESPECIAL X K; 1.318 ; 45 ; 576 ;0,04%;#°REF!;
7792170002054 ;GATORADE MANZANA X 473 ML; 419 ; 45 ; 113 ;0,04%;#°REF!;
7791249999547 ;MANTECOL X 40 G; 197 ; 45 ; 70 ;0,04%;#°REF!;
7790740528706 ;PLUSBELLE SH BAMBU X 1 LTS; 508 ; 45 ; 159 ;0,04%;#°REF!;
7790040740006 ;RECETAS DE LA ABUELA PEPAS X 200; 181 ; 45 ; 53 ;0,04%;#°REF!;
7790387211214 ;TARAGUI MATE COCIDO SAQ X 50 S/ENS; 493 ; 45 ; 150 ;0,04%;#°REF!;
7790080066883 ;YOGS SANCOR 2 X 125 G VAINILLA; 253 ; 45 ; 53 ;0,04%;#°REF!;
